000423	000423	东阿阿胶	34.89	0.00	0	38.38	31.40	654021537	653867313	1	0.01	19960729		000423	000423	0.00	N	0		0	0	0	0	0		69210112	0	
000425	000425	徐工机械	5.05	0.00	0	5.56	4.55	7833668430	6995037403	1	0.01	19960828		000425	000425	0.00	N	0		0	0	0	0	0		69210112	0	
000426	000426	兴业矿业	4.51	0.00	0	4.96	4.06	1837192219	1298967555	1	0.01	19960828		000426	000426	0.00	N	0		0	0	0	0	0		69210112	0	
000428	000428	华天酒店	2.56	0.00	0	2.82	2.30	1018926000	1018884450	1	0.01	19960808		000428	000428	0.00	N	0		0	0	0	0	0		69210112	0	
000429	000429	粤高速Ａ	7.98	0.00	0	8.78	7.18	2090806126	1302772793	1	0.01	19980220		000429	000429	0.00	N	0		0	0	0	0	0		69210112	0	
000430	000430	张家界	5.08	0.00	0	5.59	4.57	404817686	331738800	1	0.01	19960829		000430	000430	0.00	N	0		0	0	0	0	0		69210112	0	
000488	000488	晨鸣纸业	4.80	0.00	0	5.28	4.32	2904608200	1656524003	1	0.01	20001120		000488	000488	0.00	N	0		0	0	0	0	0		69210112	0	
000498	000498	山东路桥	4.55	0.00	0	5.01	4.10	1120139063	1120080313	1	0.01	19970609		000498	000498	0.00	N	-1		0	0	0	0	0		69210112	0	
000501	000501	鄂武商Ａ	12.88	0.00	0	14.17	11.59	768992731	767757255	1	0.01	19921119		000501	000501	0.00	N	0		0	0	0	0	0		69210112	0	
000502	000502	绿景控股	7.01	0.00	0	7.71	6.31	184819607	183346957	1	0.01	19921122		000502	000502	0.00	N	0		0	0	0	0	0		69210112	0	
000503	000503	国新健康	17.40	0.00	0	19.14	15.66	898822204	898779932	1	0.01	19921129		000503	000503	0.00	N	0		0	0	0	0	0		69210112	0	
000504	000504	*ST生物	8.52	0.00	0	8.95	8.09	311573901	310673201	1	0.01	19921207		000504	000504	0.00	N	0		0	0	0	0	0		69210112	65536	
000505	000505	京粮控股	5.31	0.00	0	5.84	4.78	685790364	406127806	1	0.01	19921220		000505	000505	0.00	N	0		0	0	0	0	0		69210112	0	
000506	000506	中润资源	2.85	0.00	0	3.14	2.57	929017761	928670961	1	0.01	19930311		000506	000506	0.00	N	0		0	0	0	0	0		69210112	0	
000507	000507	珠海港	6.11	0.00	0	6.72	5.50	930424895	772143777	1	0.01	19930325		000507	000507	0.00	N	0		0	0	0	0	0		69210112	0	
000509	000509	华塑控股	2.39	0.00	0	2.63	2.15	825483117	825479873	1	0.01	19930506		000509	000509	0.00	N	0		0	0	0	0	0		69210112	0	
000510	000510	新金路	3.86	0.00	0	4.25	3.47	609182254	549479157	1	0.01	19930506		000510	000510	0.00	N	0		0	0	0	0	0		69210112	0	
000513	000513	丽珠集团	31.13	0.00	0	34.24	28.02	934762675	595589144	1	0.01	19931028		000513	000513	0.00	N	0		0	0	0	0	0		69210112	0	
000514	000514	渝 开 发	3.97	0.00	0	4.37	3.57	843770965	843770965	1	0.01	19930710		000514	000514	0.00	N	0		0	0	0	0	0		69210112	0	
000516	000516	国际医学	4.52	0.00	0	4.97	4.07	1971049302	1929001640	1	0.01	19930807		000516	000516	0.00	N	0		0	0	0	0	0		69210112	0	
000517	000517	荣安地产	2.62	0.00	0	2.88	2.36	3183922485	3035707316	1	0.01	19930804		000517	000517	0.00	N	0		0	0	0	0	0		69210112	0	
000518	000518	四环生物	3.30	0.00	0	3.63	2.97	1029556222	1029535693	1	0.01	19920624		000518	000518	0.00	N	0		0	0	0	0	0		69210112	0	
